State,Area_Key,Tenure,Primary_Type,Median_PSF,Transactions,Median_Price
Penang,PENANG | KEPALA BATAS,Freehold,Cluster House,275.0,38,350000.0
Johor,JOHOR | SKUDAI,Freehold,Cluster House,329.0,38,655000.0
Terengganu,TERENGGANU | KERTEH,Mixed,Semi D,108.0,38,350000.0
Selangor,SELANGOR | AMPANG,Leasehold,Terrace House,511.0,38,522500.0
Selangor,SELANGOR | KAJANG,Freehold,Bungalow,330.0,38,540000.0
Johor,JOHOR | ULU TIRAM,Freehold,Cluster House,409.0,38,1034400.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,174.0,38,271790.0
Selangor,SELANGOR | RAWANG,Freehold,Terrace House,403.0,37,504339.0
Perak,PERAK | SITIAWAN,Freehold,Terrace House,288.0,37,435000.0
Melaka,MELAKA | AYER MOLEK,Freehold,Terrace House,312.0,37,435800.0
Perak,PERAK | BIDOR,Leasehold,Terrace House,75.0,37,90000.0
Selangor,SELANGOR | BERANANG,Freehold,Cluster House,419.0,37,680000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Terrace House,336.0,37,680000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,468.0,37,750000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,152.0,37,200000.0
Penang,PENANG | BAYAN BARU,Leasehold,Semi D,376.0,37,570000.0
Johor,JOHOR | KULAI,Freehold,Terrace House,342.0,37,290000.0
Selangor,SELANGOR | PUCHONG,Freehold,Terrace House,418.0,37,640000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Semi D,136.0,37,320000.0
Penang,PENANG | AYER ITAM,Leasehold,Flat,188.0,37,72000.0
Johor,JOHOR | TEBRAU,Freehold,Service Residence,365.0,37,380000.0
Selangor,SELANGOR | BANDAR SUNWAY,Leasehold,Apartment,235.0,37,210000.0
Penang,PENANG | AYER ITAM,Freehold,Flat,254.0,37,130000.0
Penang,PENANG | BAYAN BARU,Leasehold,Flat,308.0,37,156000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Terrace House,446.0,36,900000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Bungalow,708.0,36,1880000.0
Selangor,SELANGOR | DENGKIL,Leasehold,Terrace House,573.0,36,1042000.0
Johor,JOHOR | SEGAMAT,Leasehold,Terrace House,81.0,36,117500.0
Negeri Sembilan,NEGERI SEMBILAN | JIMAH,Freehold,Terrace House,483.0,36,700888.0
Perak,PERAK | BIDOR,Leasehold,Terrace House,187.0,36,268000.0
Negeri Sembilan,NEGERI SEMBILAN | LABU,Freehold,Terrace House,444.0,36,628888.0
Sarawak,SARAWAK | KOTA SAMARAHAN,Leasehold,Semi D,175.0,36,380000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,450.0,36,745000.0
Johor,JOHOR | SENGGARANG,Freehold,Terrace House,107.0,36,150000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Semi D,547.0,36,921500.0
Johor,JOHOR | SKUDAI,Freehold,Cluster House,474.0,36,1065000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,180.0,36,275000.0
Selangor,SELANGOR | IJOK,Leasehold,Terrace House,325.0,36,455000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Bungalow,151.0,36,350000.0
Melaka,MELAKA | JASIN,Freehold,Terrace House,100.0,35,120700.0
Perak,PERAK | TAPAH,Leasehold,Terrace House,121.0,35,169000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,226.0,35,298800.0
Kedah,KEDAH | KULIM,Freehold,Terrace House,387.0,35,542200.0
Negeri Sembilan,NEGERI SEMBILAN | AMPANGAN,Freehold,Terrace House,454.0,35,669000.0
Selangor,SELANGOR | SEPANG,Freehold,Bungalow,109.0,35,400000.0
Johor,JOHOR | GELANG PATAH,Freehold,Terrace House,403.0,35,527680.0
Johor,JOHOR | KULAI,Freehold,Terrace House,273.0,35,380000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Semi D,368.0,35,780000.0
Perak,PERAK | SUNGAI SIPUT,Leasehold,Terrace House,175.0,35,267284.0
Johor,JOHOR | SKUDAI,Freehold,Semi D,427.0,35,1000000.0
Selangor,SELANGOR | IJOK,Leasehold,Bungalow,438.0,35,700000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Semi D,153.0,35,250000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,155.0,35,210000.0
Perak,PERAK | IPOH,Freehold,Terrace House,289.0,35,568000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,158.0,35,250000.0
Selangor,SELANGOR | TELOK PANGLIMA GARANG,Leasehold,Semi D,258.0,35,454220.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Apartment,415.0,35,250000.0
Johor,JOHOR | TAMPOI,Leasehold,Apartment,443.0,35,380000.0
Sabah,SABAH | PENAMPANG,Freehold,Apartment,480.0,35,240000.0
Selangor,SELANGOR | ARA DAMANSARA,Freehold,Condominium,420.0,35,443000.0
Selangor,SELANGOR | DENGKIL,Leasehold,Terrace House,944.0,34,1450000.0
Melaka,MELAKA | AYER MOLEK,Freehold,Cluster House,175.0,34,269100.0
Melaka,MELAKA | MERLIMAU,Freehold,Terrace House,186.0,34,311650.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,175.0,34,271000.0
Johor,JOHOR | KLUANG,Freehold,Terrace House,210.0,34,307500.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Bungalow,164.0,34,262500.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Leasehold,Terrace House,458.0,34,859000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Freehold,Terrace House,490.0,34,815000.0
Selangor,SELANGOR | TELOK PANGLIMA GARANG,Freehold,Terrace House,293.0,34,435000.0
Perak,PERAK | IPOH,Leasehold,Semi D,252.0,34,609000.0
Johor,JOHOR | MASAI,Freehold,Terrace House,306.0,34,450000.0
Kuala Lumpur,KUALA LUMPUR | SEGAMBUT,Freehold,Terrace House,663.0,34,495000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Terrace House,407.0,34,810000.0
Sabah,SABAH | TAWAU,Leasehold,Terrace House,169.0,34,385000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Freehold,Condominium,386.0,34,500000.0
Penang,PENANG | AYER ITAM,Leasehold,Flat,272.0,34,165000.0
Johor,JOHOR | TEBRAU,Freehold,Apartment,359.0,34,293000.0
Selangor,SELANGOR | CHERAS,Freehold,Condominium,801.0,34,970000.0
Johor,JOHOR | SKUDAI,Freehold,Apartment,336.0,34,300000.0
Johor,JOHOR | MASAI,Freehold,Cluster House,361.0,33,495000.0
Kuala Lumpur,KUALA LUMPUR | KEPONG,Leasehold,Terrace House,456.0,33,890000.0
Negeri Sembilan,NEGERI SEMBILAN | AMPANGAN,Freehold,Semi D,279.0,33,433680.0
Johor,JOHOR | SKUDAI,Freehold,Terrace House,429.0,33,650000.0
Johor,JOHOR | SKUDAI,Freehold,Apartment,516.0,33,650000.0
Johor,JOHOR | SKUDAI,Mixed,Service Residence,437.0,33,365000.0
Johor,JOHOR | TAMPOI,Leasehold,Flat,246.0,33,136000.0
Melaka,MELAKA | BUKIT RAMBAI,Mixed,Terrace House,164.0,32,295000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Semi D,541.0,32,505000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Bungalow,423.0,32,1565000.0
Selangor,SELANGOR | BANDAR KINRARA,Freehold,Terrace House,540.0,32,885000.0
Melaka,MELAKA | BEMBAN,Leasehold,Bungalow,136.0,32,632000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,536.0,32,694000.0
Selangor,SELANGOR | RASA,Leasehold,Semi D,125.0,32,439928.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Terrace House,390.0,32,740000.0
Kedah,KEDAH | KULIM,Freehold,Terrace House,189.0,32,275000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Semi D,340.0,32,1344000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Terrace House,174.0,32,180000.0
Selangor,SELANGOR | PUCHONG,Freehold,Terrace House,531.0,32,762500.0
Johor,JOHOR | SIMPANG RENGAM,Leasehold,Bungalow,95.0,32,335000.0
Melaka,MELAKA | DUYONG,Leasehold,Terrace House,157.0,32,268000.0
Johor,JOHOR | KULAI,Freehold,Semi D,328.0,32,589000.0
Johor,JOHOR | TEBRAU,Freehold,Terrace House,523.0,32,880000.0
Johor,JOHOR | PASIR GUDANG,Freehold,Terrace House,384.0,32,460000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,801.0,32,2380000.0
Selangor,SELANGOR | BANDAR UTAMA,Freehold,Condominium,566.0,32,1269000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Apartment,292.0,32,220000.0
Selangor,SELANGOR | BANDAR SUNGAI LONG,Freehold,Condominium,543.0,32,550000.0
Johor,JOHOR | TAMPOI,Leasehold,Apartment,357.0,32,380000.0
Melaka,MELAKA | DURIAN TUNGGAL,Freehold,Terrace House,226.0,31,267000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,207.0,31,399880.0
Perak,PERAK | BIDOR,Leasehold,Terrace House,132.0,31,185000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,102.0,31,90000.0
Perak,PERAK | IPOH,Freehold,Terrace House,305.0,31,406700.0
Perak,PERAK | SERI ISKANDAR,Leasehold,Terrace House,245.0,31,343040.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,300.0,31,397000.0
Johor,JOHOR | BATU PAHAT,Freehold,Semi D,206.0,31,573000.0
Johor,JOHOR | SKUDAI,Leasehold,Terrace House,440.0,31,618000.0
Sarawak,SARAWAK | SIBU,Leasehold,Terrace House,173.0,31,430000.0
Perak,PERAK | IPOH,Leasehold,Semi D,174.0,31,280000.0
Negeri Sembilan,NEGERI SEMBILAN | RANTAU,Freehold,Semi D,331.0,31,472910.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Semi D,179.0,31,400000.0
Selangor,SELANGOR | CHERAS,Freehold,Terrace House,361.0,31,445000.0
Johor,JOHOR | PERMAS JAYA,Freehold,Semi D,557.0,31,1680000.0
Sarawak,SARAWAK | SIBU,Leasehold,Terrace House,130.0,31,200000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,1074.0,31,2200000.0
Johor,JOHOR | PERLING,Freehold,Flat,273.0,31,150000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,506.0,31,360000.0
Johor,JOHOR | KLUANG,Freehold,Semi D,215.0,30,176500.0
Kedah,KEDAH | GURUN,Freehold,Semi D,136.0,30,210000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Terrace House,656.0,30,1565000.0
Selangor,SELANGOR | KLANG,Leasehold,Semi D,287.0,30,475000.0
Perak,PERAK | SIMPANG PULAI,Leasehold,Terrace House,65.0,30,85000.0
Kedah,KEDAH | ALOR SETAR,Freehold,Semi D,117.0,30,300000.0
Johor,JOHOR | SKUDAI,Freehold,Terrace House,323.0,30,462500.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,430.0,30,879000.0
Perak,PERAK | IPOH,Freehold,Terrace House,196.0,30,347500.0
Melaka,MELAKA | BACHANG,Leasehold,Terrace House,243.0,30,296500.0
Melaka,MELAKA | BALAI PANJANG,Mixed,Terrace House,201.0,30,325000.0
Johor,JOHOR | TEBRAU,Freehold,Cluster House,333.0,30,644000.0
Selangor,SELANGOR | AMPANG,Leasehold,Terrace House,484.0,30,722500.0
Pahang,PAHANG | HULU LEPAR,Leasehold,Terrace House,141.0,30,181500.0
Selangor,SELANGOR | SAUJANA UTAMA,Leasehold,Terrace House,282.0,30,497500.0
Terengganu,TERENGGANU | KIJAL,Freehold,Terrace House,177.0,30,274850.0
Kuala Lumpur,KUALA LUMPUR | SRI PETALING,Leasehold,Condominium,482.0,30,550000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,1055.0,30,2386358.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Freehold,Condominium,493.0,30,628000.0
Penang,PENANG | GEORGETOWN,Leasehold,Apartment,402.0,30,260000.0
Negeri Sembilan,NEGERI SEMBILAN | JUASSEH,Freehold,Terrace House,158.0,29,249800.0
Perak,PERAK | LUMUT,Freehold,Terrace House,270.0,29,420000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,306.0,29,435000.0
Negeri Sembilan,NEGERI SEMBILAN | BAHAU,Leasehold,Terrace House,184.0,29,239999.0
Melaka,MELAKA | SUNGAI RAMBAI,Freehold,Cluster House,136.0,29,367000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Bungalow,275.0,29,980000.0
Johor,JOHOR | KLUANG,Freehold,Terrace House,188.0,29,220000.0
Perlis,PERLIS | ARAU,Freehold,Semi D,205.0,29,414428.0
Penang,PENANG | TASEK GELUGOR,Freehold,Terrace House,157.0,29,343800.0
Selangor,SELANGOR | KAJANG,Freehold,Bungalow,495.0,29,2330000.0
Penang,PENANG | JELUTONG,Freehold,Terrace House,632.0,29,1000000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Leasehold,Flat,414.0,29,220000.0
Penang,PENANG | PERAI,Leasehold,Flat,168.0,29,100000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,641.0,29,586000.0
Selangor,SELANGOR | TANJONG DUABELAS,Leasehold,Terrace House,500.0,28,760000.0
Selangor,SELANGOR | BANGI,Freehold,Terrace House,418.0,28,607500.0
Perak,PERAK | BIDOR,Leasehold,Terrace House,175.0,28,245000.0
Penang,PENANG | KEPALA BATAS,Freehold,Bungalow,271.0,28,618744.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,143.0,28,200000.0
Johor,JOHOR | KOTA TINGGI,Freehold,Terrace House,275.0,28,424150.0
Pahang,PAHANG | SUNGAI KARANG,Leasehold,Terrace House,205.0,28,315000.0
Johor,JOHOR | KULAI,Freehold,Terrace House,457.0,28,685000.0
Perak,PERAK | KAMPAR,Leasehold,Terrace House,195.0,28,272500.0
Perak,PERAK | ULU BERNAM,Freehold,Terrace House,211.0,28,467500.0
Melaka,MELAKA | PAYA RUMPUT,Freehold,Bungalow,158.0,28,627500.0
Melaka,MELAKA | TANJONG MINYAK,Leasehold,Terrace House,197.0,28,300000.0
Sarawak,SARAWAK | SIBU,Leasehold,Terrace House,179.0,28,377500.0
Selangor,SELANGOR | PUCHONG,Mixed,Terrace House,374.0,28,531000.0
Johor,JOHOR | SKUDAI,Freehold,Terrace House,426.0,28,650000.0
Perak,PERAK | IPOH,Freehold,Terrace House,209.0,28,317600.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,176.0,28,215000.0
Selangor,SELANGOR | KAPAR,Leasehold,Terrace House,298.0,28,371159.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Semi D,114.0,28,300000.0
Selangor,SELANGOR | KAJANG,Freehold,Terrace House,328.0,28,470000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Terrace House,547.0,28,925000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Semi D,216.0,28,625000.0
Johor,JOHOR | GELANG PATAH,Freehold,Semi D,422.0,28,650000.0
Johor,JOHOR | PASIR GUDANG,Freehold,Terrace House,309.0,28,365000.0
Sabah,SABAH | SANDAKAN,Leasehold,Terrace House,256.0,28,395000.0
Perak,PERAK | TRONOH,Leasehold,Terrace House,190.0,28,263000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Freehold,Apartment,390.0,28,231000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Apartment,451.0,28,415000.0
Johor,JOHOR | TAMPOI,Leasehold,Apartment,297.0,28,285000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Condominium,351.0,28,260000.0
Terengganu,TERENGGANU | KUALA TERENGGANU,Leasehold,Apartment,276.0,28,232000.0
Johor,JOHOR | ULU TIRAM,Freehold,Apartment,50.0,28,35000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Flat,287.0,28,207500.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Freehold,Flat,326.0,28,207500.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Terrace House,67.0,27,80000.0
Selangor,SELANGOR | KUALA SELANGOR,Freehold,Terrace House,258.0,27,308000.0
Perak,PERAK | TANJONG TUALANG,Leasehold,Terrace House,117.0,27,180000.0
Perak,PERAK | KAMPAR,Leasehold,Semi D,123.0,27,269800.0
Pahang,PAHANG | RAUB,Leasehold,Terrace House,208.0,27,297600.0
Selangor,SELANGOR | CYBERJAYA,Freehold,Semi D,457.0,27,1450000.0
Penang,PENANG | NIBONG TEBAL,Freehold,Bungalow,185.0,27,520000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Terrace House,538.0,27,705000.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,346.0,27,450000.0
Selangor,SELANGOR | RAWANG,Freehold,Terrace House,322.0,27,460000.0
Perak,PERAK | CHEMOR,Freehold,Terrace House,279.0,27,398800.0
Selangor,SELANGOR | SELAYANG,Leasehold,Semi D,204.0,27,450000.0
Selangor,SELANGOR | KLANG,Mixed,Terrace House,395.0,27,548000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Bungalow,168.0,27,240000.0
Penang,PENANG | BUTTERWORTH,Mixed,Terrace House,396.0,27,350000.0
Negeri Sembilan,NEGERI SEMBILAN | TAMPIN,Freehold,Terrace House,173.0,27,285000.0
Selangor,SELANGOR | PORT KLANG,Freehold,Terrace House,249.0,27,420000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Freehold,Apartment,373.0,27,250000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Flat,292.0,27,185000.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,505.0,27,380000.0
Selangor,SELANGOR | SERENDAH,Leasehold,Flat,187.0,27,130000.0
Selangor,SELANGOR | BANDAR KINRARA,Freehold,Terrace House,434.0,26,702500.0
Negeri Sembilan,NEGERI SEMBILAN | LABU,Freehold,Terrace House,424.0,26,603444.0
Perak,PERAK | IPOH,Freehold,Cluster House,270.0,26,338000.0
Perak,PERAK | IPOH,Freehold,Terrace House,364.0,26,513967.0
Johor,JOHOR | SKUDAI,Freehold,Terrace House,344.0,26,540000.0
Perak,PERAK | BIDOR,Mixed,Terrace House,162.0,26,248960.0
Johor,JOHOR | TAMPOI,Leasehold,Terrace House,288.0,26,300000.0
Sabah,SABAH | TAWAU,Leasehold,Cluster House,205.0,26,200000.0
Johor,JOHOR | PASIR GUDANG,Leasehold,Terrace House,313.0,26,390000.0
Selangor,SELANGOR | BANGI,Leasehold,Bungalow,279.0,26,535000.0
Perak,PERAK | MENGLEMBU,Leasehold,Terrace House,372.0,26,408000.0
Sarawak,SARAWAK | KOTA SAMARAHAN,Freehold,Terrace House,238.0,26,510000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,162.0,26,300000.0
Perak,PERAK | IPOH,Mixed,Terrace House,159.0,26,212500.0
Johor,JOHOR | MASAI,Freehold,Terrace House,391.0,26,335000.0
Johor,JOHOR | TEBRAU,Freehold,Terrace House,497.0,26,904900.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Terrace House,343.0,26,625000.0
Melaka,MELAKA | CHENG,Freehold,Terrace House,256.0,26,370000.0
Johor,JOHOR | ULU TIRAM,Freehold,Terrace House,310.0,26,460000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Semi D,118.0,26,370000.0
Selangor,SELANGOR | SUNGAI BULOH,Freehold,Bungalow,529.0,26,1703888.0
Perak,PERAK | BATU GAJAH,Leasehold,Terrace House,270.0,26,440300.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Terrace House,172.0,26,205000.0
Kedah,KEDAH | KULIM,Freehold,Semi D,207.0,26,300000.0
Negeri Sembilan,NEGERI SEMBILAN | AMPANGAN,Freehold,Terrace House,349.0,26,487910.0
Selangor,SELANGOR | SERI KEMBANGAN,Leasehold,Terrace House,342.0,26,722500.0
Johor,JOHOR | PENGERANG,Leasehold,Semi D,251.0,26,330000.0
Johor,JOHOR | TAMPOI,Freehold,Service Residence,431.0,26,445000.0
Terengganu,TERENGGANU | KUALA IBAI,Leasehold,Flat,106.0,26,66500.0
Selangor,SELANGOR | BANGI,Freehold,Condominium,471.0,26,450400.0
Johor,JOHOR | SKUDAI,Freehold,Bungalow,324.0,25,600000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,209.0,25,326970.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Freehold,Terrace House,207.0,25,300000.0
Selangor,SELANGOR | RAWANG,Freehold,Terrace House,518.0,25,837000.0
Selangor,SELANGOR | BANGI,Freehold,Semi D,334.0,25,1068000.0
Selangor,SELANGOR | BANDAR KINRARA,Freehold,Semi D,610.0,25,2400000.0
Pahang,PAHANG | RAUB,Freehold,Semi D,131.0,25,420000.0
Selangor,SELANGOR | PETALING JAYA,Leasehold,Terrace House,333.0,25,715000.0
Penang,PENANG | SIMPANG AMPAT,Freehold,Terrace House,374.0,25,575000.0
Pahang,PAHANG | SUNGAI KARANG,Freehold,Semi D,206.0,25,265000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Semi D,186.0,25,280000.0
Melaka,MELAKA | DURIAN TUNGGAL,Leasehold,Terrace House,213.0,25,280000.0
Selangor,SELANGOR | KEPONG,Leasehold,Terrace House,305.0,25,505000.0
Johor,JOHOR | BATU PAHAT,Freehold,Semi D,286.0,25,468000.0
Selangor,SELANGOR | TANJONG DUABELAS,Leasehold,Semi D,488.0,25,1300000.0
Selangor,SELANGOR | AMPANG,Leasehold,Terrace House,442.0,25,505000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Apartment,288.0,25,180000.0
Selangor,SELANGOR | BANGI,Freehold,Service Residence,376.0,25,360000.0
Penang,PENANG | BAYAN LEPAS,Freehold,Flat,472.0,25,320000.0
Kuala Lumpur,KUALA LUMPUR | BANDAR TASIK SELATAN,Leasehold,Flat,282.0,25,190000.0
Selangor,SELANGOR | BANDAR UTAMA,Leasehold,Condominium,460.0,25,480000.0
Johor,JOHOR | SKUDAI,Leasehold,Flat,244.0,25,150000.0
Labuan,LABUAN | LABUAN,Leasehold,Flat,169.0,25,130000.0
Selangor,SELANGOR | SEMENYIH,Freehold,Apartment,302.0,25,296400.0
Johor,JOHOR | SKUDAI,Freehold,Flat,228.0,25,150000.0
Penang,PENANG | PERAI,Freehold,Flat,316.0,25,185000.0
Selangor,SELANGOR | BANDAR UTAMA,Leasehold,Apartment,576.0,25,450000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Service Residence,426.0,25,400000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Service Residence,548.0,25,300000.0
Selangor,SELANGOR | BANGI,Freehold,Condominium,323.0,25,350000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Terrace House,378.0,24,700000.0
Negeri Sembilan,NEGERI SEMBILAN | SENAWANG,Freehold,Bungalow,232.0,24,440000.0
Perak,PERAK | IPOH,Leasehold,Cluster House,168.0,24,428000.0
Sabah,SABAH | SANDAKAN,Leasehold,Terrace House,273.0,24,325000.0
Melaka,MELAKA | KRUBONG,Freehold,Bungalow,234.0,24,685000.0
Penang,PENANG | PERAI,Freehold,Terrace House,318.0,24,514000.0
Selangor,SELANGOR | BANGI,Freehold,Semi D,337.0,24,447500.0
Negeri Sembilan,NEGERI SEMBILAN | SEREMBAN,Freehold,Semi D,276.0,24,492500.0
Johor,JOHOR | GELANG PATAH,Freehold,Cluster House,337.0,24,675000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Terrace House,427.0,24,650000.0
Selangor,SELANGOR | BANTING,Freehold,Terrace House,248.0,24,315000.0
Selangor,SELANGOR | KAJANG,Freehold,Terrace House,357.0,24,442000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Semi D,717.0,24,1890000.0
Melaka,MELAKA | DURIAN TUNGGAL,Freehold,Semi D,213.0,24,699000.0
Negeri Sembilan,NEGERI SEMBILAN | AMPANGAN,Freehold,Terrace House,231.0,24,382500.0
Selangor,SELANGOR | SERI KEMBANGAN,Freehold,Semi D,477.0,24,582500.0
Melaka,MELAKA | BUKIT BARU,Freehold,Terrace House,245.0,24,380000.0
Pahang,PAHANG | KUANTAN,Leasehold,Semi D,150.0,24,192500.0
Pahang,PAHANG | KUANTAN,Leasehold,Terrace House,173.0,24,225000.0
Selangor,SELANGOR | SERI KEMBANGAN,Leasehold,Terrace House,286.0,24,420000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Bungalow,452.0,24,1750000.0
Selangor,SELANGOR | KAPAR,Leasehold,Terrace House,251.0,24,260000.0
Selangor,SELANGOR | SERENDAH,Freehold,Terrace House,306.0,24,398040.0
Penang,PENANG | TANJONG TOKONG,Freehold,Terrace House,1146.0,24,3450000.0
Selangor,SELANGOR | SEPANG,Leasehold,Terrace House,437.0,24,575000.0
Melaka,MELAKA | BEMBAN,Leasehold,Semi D,388.0,24,645000.0
Selangor,SELANGOR | PUCHONG,Freehold,Service Residence,532.0,24,560000.0
Penang,PENANG | TANJONG TOKONG,Freehold,Apartment,290.0,24,175000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Apartment,368.0,24,374000.0
Kuala Lumpur,KUALA LUMPUR | KAMPUNG KERINCHI (BANGSAR SOUTH),Leasehold,Condominium,601.0,24,1180000.0
Johor,JOHOR | PASIR GUDANG,Leasehold,Flat,251.0,24,130000.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,420.0,24,380000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,839.0,24,2800000.0
Perak,PERAK | CHEMOR,Leasehold,Terrace House,244.0,23,342240.0
Johor,JOHOR | PENGERANG,Mixed,Terrace House,199.0,23,278800.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Terrace House,349.0,23,488000.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Bungalow,128.0,23,620000.0
Selangor,SELANGOR | KUALA KUBU BARU,Freehold,Terrace House,70.0,23,155000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Semi D,376.0,23,700000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,223.0,23,368000.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR ENSTEK,Freehold,Terrace House,264.0,23,570000.0
Selangor,SELANGOR | SUNGAI BULOH,Freehold,Cluster House,424.0,23,700000.0
Kedah,KEDAH | ALOR SETAR,Freehold,Terrace House,38.0,23,39600.0
Melaka,MELAKA | BATU BERENDAM,Leasehold,Terrace House,227.0,23,300000.0
Selangor,SELANGOR | KAPAR,Freehold,Semi D,321.0,23,850000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Leasehold,Cluster House,385.0,23,240000.0
Perak,PERAK | CHEMOR,Leasehold,Terrace House,167.0,23,200000.0
Selangor,SELANGOR | SUNGAI BULOH,Mixed,Bungalow,570.0,23,2400000.0
Selangor,SELANGOR | RAWANG,Leasehold,Terrace House,456.0,23,642630.0
Melaka,MELAKA | ALOR GAJAH,Freehold,Terrace House,306.0,23,398760.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Bungalow,493.0,23,763000.0
Selangor,SELANGOR | PANDAMARAN,Freehold,Terrace House,455.0,23,686000.0
Selangor,SELANGOR | BATU CAVES,Freehold,Service Residence,440.0,23,430000.0
