State,Area_Key,Tenure,Primary_Type,Median_PSF,Transactions,Median_Price
Kuala Lumpur,KUALA LUMPUR | SRI PETALING,Leasehold,Condominium,319.0,17,360000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Apartment,173.0,17,130000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Apartment,415.0,17,460000.0
Selangor,SELANGOR | SEMENYIH,Freehold,Apartment,306.0,17,260000.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Apartment,353.0,17,300000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Apartment,228.0,17,180000.0
Johor,JOHOR | BATU PAHAT,Freehold,Flat,138.0,17,85000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Service Residence,586.0,17,335000.0
Kuala Lumpur,KUALA LUMPUR | TAMAN DESA,Freehold,Service Residence,624.0,17,480000.0
Kuala Lumpur,KUALA LUMPUR | BANDAR MENJALARA,Freehold,Condominium,400.0,17,430000.0
Johor,JOHOR | SKUDAI,Freehold,Flat,198.0,17,130000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Flat,266.0,17,200000.0
Johor,JOHOR | PERMAS JAYA,Leasehold,Apartment,344.0,17,290000.0
Melaka,MELAKA | MELAKA CITY,Leasehold,Flat,138.0,17,78000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Service Residence,885.0,17,719000.0
Johor,JOHOR | PERMAS JAYA,Freehold,Apartment,345.0,17,400000.0
Selangor,SELANGOR | DAMANSARA PERDANA,Leasehold,Condominium,380.0,17,340000.0
Penang,PENANG | TANJUNG BUNGAH,Freehold,Condominium,396.0,17,440000.0
Selangor,SELANGOR | DAMANSARA DAMAI,Leasehold,Apartment,275.0,17,220000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Service Residence,433.0,17,460000.0
Selangor,SELANGOR | SERENDAH,Freehold,Apartment,198.0,17,160000.0
Kedah,KEDAH | BEDONG,Freehold,Terrace House,246.0,16,362000.0
Selangor,SELANGOR | ULU KLANG,Leasehold,Bungalow,548.0,16,717500.0
Kedah,KEDAH | JITRA,Freehold,Terrace House,168.0,16,255000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Semi D,390.0,16,869000.0
Selangor,SELANGOR | RAWANG,Freehold,Terrace House,360.0,16,623400.0
Melaka,MELAKA | AYER MOLEK,Freehold,Cluster House,129.0,16,337834.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Freehold,Terrace House,283.0,16,500000.0
Pahang,PAHANG | KUANTAN,Leasehold,Bungalow,51.0,16,152660.0
Selangor,SELANGOR | BANDAR PUNCAK ALAM,Leasehold,Cluster House,288.0,16,522500.0
Negeri Sembilan,NEGERI SEMBILAN | AMPANGAN,Freehold,Terrace House,412.0,16,637500.0
Pahang,PAHANG | RAUB,Freehold,Terrace House,285.0,16,470000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Terrace House,947.0,16,1365000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,207.0,16,405900.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,183.0,16,350000.0
Johor,JOHOR | SKUDAI,Freehold,Terrace House,222.0,16,455000.0
Penang,PENANG | BUTTERWORTH,Freehold,Terrace House,638.0,16,1044400.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,409.0,16,539000.0
Pahang,PAHANG | BENTONG,Freehold,Terrace House,192.0,16,240000.0
Perak,PERAK | LAHAT,Leasehold,Cluster House,232.0,16,499440.0
Kedah,KEDAH | TELOI KIRI,Freehold,Terrace House,118.0,16,180000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,159.0,16,232500.0
Selangor,SELANGOR | PUCHONG,Freehold,Terrace House,451.0,16,562500.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Terrace House,533.0,16,1209750.0
Selangor,SELANGOR | IJOK,Leasehold,Terrace House,410.0,16,500000.0
Penang,PENANG | BUTTERWORTH,Freehold,Terrace House,389.0,16,655000.0
Selangor,SELANGOR | TANJONG DUABELAS,Freehold,Terrace House,328.0,16,669000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Semi D,316.0,16,487500.0
Kuala Lumpur,KUALA LUMPUR | SUNGAI BESI,Leasehold,Terrace House,751.0,16,1325000.0
Johor,JOHOR | JEMENTAH,Freehold,Terrace House,241.0,16,385000.0
Johor,JOHOR | PALOH,Freehold,Semi D,200.0,16,308000.0
Sabah,SABAH | TAWAU,Leasehold,Terrace House,117.0,16,195000.0
Penang,PENANG | SUNGAI JAWI,Freehold,Semi D,195.0,16,459000.0
Perak,PERAK | KAMPAR,Leasehold,Terrace House,270.0,16,300000.0
Perak,PERAK | LUMUT,Leasehold,Cluster House,156.0,16,328000.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Semi D,537.0,16,1040000.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Terrace House,335.0,16,520000.0
Johor,JOHOR | BATU PAHAT,Freehold,Semi D,167.0,16,300000.0
Selangor,SELANGOR | BATU CAVES,Leasehold,Terrace House,340.0,16,550000.0
Selangor,SELANGOR | TELOK PANGLIMA GARANG,Freehold,Terrace House,302.0,16,385000.0
Kedah,KEDAH | KULIM,Freehold,Semi D,232.0,16,490000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Terrace House,409.0,16,498500.0
Selangor,SELANGOR | KAJANG,Mixed,Bungalow,346.0,16,499500.0
Kedah,KEDAH | ALOR SETAR,Freehold,Semi D,206.0,16,311111.0
Melaka,MELAKA | BUKIT KATIL,Leasehold,Semi D,172.0,16,280000.0
Johor,JOHOR | SKUDAI,Leasehold,Cluster House,420.0,16,959000.0
Johor,JOHOR | TEBRAU,Freehold,Cluster House,442.0,16,1200000.0
Melaka,MELAKA | BALAI PANJANG,Freehold,Terrace House,203.0,16,312000.0
Kedah,KEDAH | KUALA KEDAH,Freehold,Semi D,189.0,16,421925.0
Selangor,SELANGOR | BANTING,Mixed,Terrace House,220.0,16,342500.0
Kuala Lumpur,KUALA LUMPUR | SETIAWANGSA,Freehold,Terrace House,593.0,16,1140000.0
Selangor,SELANGOR | KOTA DAMANSARA,Leasehold,Bungalow,630.0,16,2400000.0
Penang,PENANG | KUBANG SEMANG,Freehold,Terrace House,241.0,16,292500.0
Selangor,SELANGOR | BERANANG,Freehold,Terrace House,338.0,16,505000.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Freehold,Terrace House,277.0,16,505000.0
Johor,JOHOR | MASAI,Leasehold,Flat,193.0,16,138000.0
Selangor,SELANGOR | BATU CAVES,Leasehold,Condominium,380.0,16,380000.0
Penang,PENANG | JELUTONG,Freehold,Apartment,436.0,16,305000.0
Johor,JOHOR | PASIR GUDANG,Freehold,Apartment,177.0,16,170000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Apartment,135.0,16,100000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Service Residence,356.0,16,300000.0
Selangor,SELANGOR | KLANG,Freehold,Flat,221.0,16,143000.0
Penang,PENANG | GELUGOR,Freehold,Apartment,486.0,16,345000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Leasehold,Condominium,364.0,16,520000.0
Sabah,SABAH | SANDAKAN,Leasehold,Apartment,292.0,16,200000.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,321.0,16,370000.0
Kuala Lumpur,KUALA LUMPUR | BANDAR TASIK SELATAN,Leasehold,Apartment,332.0,16,290000.0
Selangor,SELANGOR | SUNGAI BULOH,Leasehold,Apartment,342.0,16,270000.0
Selangor,SELANGOR | BANDAR SRI DAMANSARA,Freehold,Apartment,384.0,16,322500.0
Penang,PENANG | JELUTONG,Leasehold,Flat,423.0,16,257500.0
Selangor,SELANGOR | CYBERJAYA,Freehold,Service Residence,476.0,16,250000.0
Penang,PENANG | SUNGAI ARA,Freehold,Apartment,383.0,16,249000.0
Kuala Lumpur,KUALA LUMPUR | KEPONG,Leasehold,Service Residence,774.0,16,412500.0
Penang,PENANG | BAYAN LEPAS,Freehold,Apartment,486.0,16,345000.0
Johor,JOHOR | ULU TIRAM,Freehold,Flat,232.0,16,135000.0
Selangor,SELANGOR | KAJANG,Freehold,Condominium,301.0,16,330000.0
Selangor,SELANGOR | RAWANG,Leasehold,Flat,264.0,16,215000.0
Penang,PENANG | AYER ITAM,Freehold,Flat,307.0,16,195000.0
Kuala Lumpur,KUALA LUMPUR | PANTAI,Leasehold,Apartment,406.0,16,330000.0
Penang,PENANG | JELUTONG,Freehold,Apartment,439.0,16,307500.0
Penang,PENANG | SUNGAI ARA,Freehold,Condominium,396.0,16,502500.0
Pahang,PAHANG | GENTING HIGHLANDS,Freehold,Apartment,232.0,16,211500.0
Sabah,SABAH | PENAMPANG,Leasehold,Flat,326.0,16,250000.0
Penang,PENANG | TANJONG TOKONG,Freehold,Condominium,633.0,16,835000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Apartment,407.0,16,390000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Flat,289.0,16,161500.0
Johor,JOHOR | TEBRAU,Freehold,Apartment,462.0,16,330000.0
Kuala Lumpur,KUALA LUMPUR | JALAN IPOH,Freehold,Service Residence,494.0,16,500000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Apartment,386.0,16,357500.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Freehold,Condominium,111.0,16,84000.0
Penang,PENANG | TANJONG TOKONG,Freehold,Service Residence,767.0,16,855000.0
Penang,PENANG | BUKIT MINYAK,Freehold,Apartment,356.0,16,280000.0
Kedah,KEDAH | KULIM,Freehold,Flat,206.0,16,120000.0
Selangor,SELANGOR | KAJANG,Leasehold,Flat,64.0,16,42000.0
Kuala Lumpur,KUALA LUMPUR | SRI PETALING,Leasehold,Condominium,320.0,16,307500.0
Sabah,SABAH | PENAMPANG,Freehold,Apartment,346.0,16,294000.0
Selangor,SELANGOR | ARA DAMANSARA,Freehold,Service Residence,874.0,16,1672200.0
Kuala Lumpur,KUALA LUMPUR | KEPONG,Leasehold,Apartment,364.0,16,379000.0
Selangor,SELANGOR | SERI KEMBANGAN,Leasehold,Bungalow,291.0,15,590000.0
Selangor,SELANGOR | TANJONG DUABELAS,Freehold,Terrace House,278.0,15,425000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Terrace House,239.0,15,393000.0
Kedah,KEDAH | JITRA,Freehold,Terrace House,182.0,15,325000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,471.0,15,880000.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Freehold,Terrace House,247.0,15,345000.0
Selangor,SELANGOR | KAJANG,Freehold,Semi D,407.0,15,600000.0
Johor,JOHOR | SKUDAI,Mixed,Cluster House,415.0,15,1050000.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,305.0,15,468880.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,441.0,15,610000.0
Kelantan,KELANTAN | PADANG ENGGANG,Leasehold,Terrace House,361.0,15,470000.0
Penang,PENANG | TASEK GELUGOR,Freehold,Terrace House,294.0,15,310000.0
Sarawak,SARAWAK | MIRI,Leasehold,Terrace House,233.0,15,338888.0
Pahang,PAHANG | TERAS,Freehold,Terrace House,299.0,15,538000.0
Selangor,SELANGOR | DENGKIL,Freehold,Terrace House,460.0,15,737800.0
Kuala Lumpur,KUALA LUMPUR | SALAK SELATAN,Freehold,Terrace House,349.0,15,550000.0
Perak,PERAK | SITIAWAN,Freehold,Terrace House,193.0,15,298800.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,157.0,15,335000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Leasehold,Terrace House,150.0,15,220000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Terrace House,455.0,15,778000.0
Negeri Sembilan,NEGERI SEMBILAN | RANTAU,Freehold,Bungalow,172.0,15,715000.0
Sabah,SABAH | LAHAD DATU,Leasehold,Semi D,191.0,15,550000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,236.0,15,245000.0
Melaka,MELAKA | MELAKA CITY,Leasehold,Terrace House,279.0,15,470000.0
Penang,PENANG | BAYAN LEPAS,Freehold,Terrace House,686.0,15,1331000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Semi D,281.0,15,499800.0
Melaka,MELAKA | JASIN,Leasehold,Cluster House,164.0,15,285000.0
Johor,JOHOR | KLUANG,Freehold,Terrace House,169.0,15,250000.0
Johor,JOHOR | SKUDAI,Leasehold,Cluster House,239.0,15,498000.0
Perak,PERAK | SIMPANG PULAI,Leasehold,Terrace House,204.0,15,199000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Freehold,Terrace House,363.0,15,520000.0
Terengganu,TERENGGANU | DUNGUN,Freehold,Bungalow,111.0,15,340000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Semi D,115.0,15,260000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Leasehold,Terrace House,303.0,15,780000.0
Perak,PERAK | TELUK INTAN,Mixed,Terrace House,255.0,15,476888.0
Selangor,SELANGOR | SEMENYIH,Leasehold,Terrace House,150.0,15,465000.0
Selangor,SELANGOR | KOTA DAMANSARA,Leasehold,Terrace House,528.0,15,930000.0
Johor,JOHOR | SKUDAI,Freehold,Semi D,397.0,15,1350000.0
Melaka,MELAKA | SUNGAI UDANG,Freehold,Terrace House,175.0,15,270000.0
Selangor,SELANGOR | KAJANG,Leasehold,Terrace House,361.0,15,370000.0
Pahang,PAHANG | MENTAKAB,Leasehold,Terrace House,157.0,15,219000.0
Negeri Sembilan,NEGERI SEMBILAN | LUKUT,Freehold,Terrace House,313.0,15,459000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Terrace House,325.0,15,520000.0
Johor,JOHOR | KULAI,Freehold,Terrace House,253.0,15,280000.0
Selangor,SELANGOR | RAWANG,Leasehold,Terrace House,346.0,15,585000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,329.0,15,548000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,230.0,15,320000.0
Selangor,SELANGOR | RAWANG,Freehold,Terrace House,404.0,15,680000.0
Pahang,PAHANG | TRIANG,Freehold,Terrace House,154.0,15,200000.0
Sarawak,SARAWAK | BINTULU,Leasehold,Terrace House,340.0,15,380000.0
Negeri Sembilan,NEGERI SEMBILAN | KUALA PILAH,Freehold,Bungalow,127.0,15,199000.0
Penang,PENANG | SIMPANG AMPAT,Leasehold,Terrace House,201.0,15,280000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,195.0,15,330000.0
Penang,PENANG | JELUTONG,Freehold,Semi D,590.0,15,1800000.0
Melaka,MELAKA | MELAKA CITY,Leasehold,Terrace House,402.0,15,580000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,368.0,15,560000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Semi D,426.0,15,650000.0
Sabah,SABAH | SANDAKAN,Leasehold,Terrace House,222.0,15,320000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Terrace House,561.0,15,802000.0
Pahang,PAHANG | KUANTAN,Leasehold,Semi D,158.0,15,220000.0
Selangor,SELANGOR | PUCHONG,Freehold,Apartment,425.0,15,430000.0
Kuala Lumpur,KUALA LUMPUR | DESA PARKCITY,Freehold,Condominium,1007.0,15,1550000.0
Selangor,SELANGOR | DAMANSARA PERDANA,Leasehold,Service Residence,445.0,15,460000.0
Selangor,SELANGOR | SERENDAH,Freehold,Flat,77.0,15,50000.0
Johor,JOHOR | TEBRAU,Freehold,Apartment,436.0,15,388000.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,259.0,15,170000.0
Selangor,SELANGOR | PORT KLANG,Freehold,Service Residence,492.0,15,380000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Flat,163.0,15,105000.0
Johor,JOHOR | TEBRAU,Freehold,Apartment,470.0,15,380000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Freehold,Condominium,124.0,15,90000.0
Selangor,SELANGOR | PUCHONG,Freehold,Apartment,376.0,15,320000.0
Penang,PENANG | SUNGAI ARA,Freehold,Condominium,494.0,15,575000.0
Kuala Lumpur,KUALA LUMPUR | KL CITY,Freehold,Service Residence,679.0,15,616505.0
Johor,JOHOR | ULU TIRAM,Freehold,Flat,228.0,15,150000.0
Perak,PERAK | ULU BERNAM,Freehold,Apartment,230.0,15,163000.0
Penang,PENANG | SUNGAI JAWI,Freehold,Flat,100.0,15,55000.0
Selangor,SELANGOR | BANDAR SRI DAMANSARA,Freehold,Condominium,452.0,15,690000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Service Residence,551.0,15,595000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Leasehold,Apartment,304.0,15,220000.0
Selangor,SELANGOR | HULU LANGAT,Freehold,Flat,299.0,15,225000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,420.0,15,420000.0
Penang,PENANG | TANJONG TOKONG,Freehold,Condominium,795.0,15,760000.0
Negeri Sembilan,NEGERI SEMBILAN | PASIR PANJANG,Freehold,Apartment,130.0,15,53000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Leasehold,Condominium,219.0,15,160000.0
Penang,PENANG | GURNEY,Freehold,Condominium,744.0,15,657000.0
Sabah,SABAH | PENAMPANG,Leasehold,Apartment,375.0,15,350000.0
Sarawak,SARAWAK | KOTA SAMARAHAN,Leasehold,Apartment,240.0,15,180000.0
Selangor,SELANGOR | KAJANG,Freehold,Apartment,287.0,15,300000.0
Penang,PENANG | GELUGOR,Freehold,Condominium,471.0,15,330000.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Apartment,265.0,15,172000.0
Kuala Lumpur,KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Leasehold,Flat,257.0,15,180000.0
Selangor,SELANGOR | AMPANG,Leasehold,Flat,232.0,15,150000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Freehold,Condominium,319.0,15,380000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Freehold,Condominium,412.0,15,350000.0
Penang,PENANG | BATU FERRINGHI,Freehold,Apartment,304.0,15,170000.0
Kuala Lumpur,KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Freehold,Service Residence,851.0,15,650000.0
Selangor,SELANGOR | KAJANG,Freehold,Condominium,302.0,15,390000.0
Selangor,SELANGOR | PUCHONG,Freehold,Apartment,432.0,15,450000.0
Johor,JOHOR | SKUDAI,Freehold,Flat,217.0,15,140000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Leasehold,Condominium,479.0,15,585000.0
Kuala Lumpur,KUALA LUMPUR | DUTAMAS,Freehold,Condominium,414.0,15,453000.0
Penang,PENANG | BUTTERWORTH,Freehold,Flat,222.0,15,115000.0
Selangor,SELANGOR | KELANA JAYA,Leasehold,Condominium,349.0,15,380000.0
Selangor,SELANGOR | SERENDAH,Leasehold,Apartment,214.0,15,150000.0
Penang,PENANG | SUNGAI ARA,Freehold,Condominium,442.0,15,538000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Leasehold,Service Residence,465.0,15,500000.0
Selangor,SELANGOR | SERI KEMBANGAN,Leasehold,Apartment,355.0,15,310000.0
Penang,PENANG | GELUGOR,Freehold,Condominium,457.0,15,260000.0
Kuala Lumpur,KUALA LUMPUR | KLCC,Freehold,Service Residence,879.0,15,1000000.0
Kuala Lumpur,KUALA LUMPUR | SUNGAI BESI,Leasehold,Condominium,386.0,15,450000.0
Kuala Lumpur,KUALA LUMPUR | DESA PARKCITY,Freehold,Condominium,1164.0,15,1600000.0
Selangor,SELANGOR | SHAH ALAM,Mixed,Cluster House,301.0,14,416000.0
Perak,PERAK | IPOH,Freehold,Terrace House,371.0,14,554888.0
Johor,JOHOR | MUAR,Freehold,Terrace House,233.0,14,489000.0
Kedah,KEDAH | LUNAS,Freehold,Semi D,172.0,14,412500.0
Perak,PERAK | PENGKALAN HULU,Leasehold,Terrace House,157.0,14,188000.0
Melaka,MELAKA | MASJID TANAH,Freehold,Semi D,128.0,14,410000.0
Melaka,MELAKA | BEMBAN,Freehold,Terrace House,182.0,14,291230.0
Kedah,KEDAH | SUNGAI LALANG,Freehold,Terrace House,268.0,14,320000.0
Selangor,SELANGOR | DENGKIL,Freehold,Terrace House,418.0,14,585000.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,295.0,14,378000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Terrace House,291.0,14,378800.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,276.0,14,392000.0
Kedah,KEDAH | KUALA KETIL,Freehold,Terrace House,136.0,14,237500.0
Kedah,KEDAH | SUNGAI LALANG,Freehold,Bungalow,98.0,14,548000.0
Perak,PERAK | LUMUT,Freehold,Semi D,178.0,14,498800.0
Negeri Sembilan,NEGERI SEMBILAN | TAMPIN,Freehold,Semi D,107.0,14,401900.0
Perak,PERAK | SERI ISKANDAR,Leasehold,Terrace House,175.0,14,250000.0
Perak,PERAK | BATU GAJAH,Leasehold,Terrace House,145.0,14,231300.0
Perak,PERAK | SITIAWAN,Freehold,Bungalow,117.0,14,240000.0
Negeri Sembilan,NEGERI SEMBILAN | RANTAU,Freehold,Semi D,159.0,14,605000.0
Perak,PERAK | IPOH,Freehold,Terrace House,254.0,14,296800.0
Penang,PENANG | BAYAN LEPAS,Freehold,Terrace House,675.0,14,1175000.0
Negeri Sembilan,NEGERI SEMBILAN | SEREMBAN 2,Freehold,Cluster House,274.0,14,550000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,232.0,14,450000.0
Kedah,KEDAH | KUAH,Leasehold,Terrace House,101.0,14,145000.0
Kedah,KEDAH | KUAH,Freehold,Terrace House,435.0,14,618800.0
Johor,JOHOR | BATU PAHAT,Freehold,Semi D,185.0,14,325000.0
Johor,JOHOR | KLUANG,Freehold,Semi D,179.0,14,314000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,398.0,14,445000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Terrace House,133.0,14,234000.0
Penang,PENANG | SIMPANG AMPAT,Freehold,Terrace House,231.0,14,315000.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Terrace House,182.0,14,300000.0
Selangor,SELANGOR | KAJANG,Freehold,Bungalow,354.0,14,525000.0
Sabah,SABAH | KOTA MARUDU,Leasehold,Semi D,238.0,14,500000.0
Negeri Sembilan,NEGERI SEMBILAN | SIKAMAT,Leasehold,Terrace House,210.0,14,237500.0
Perak,PERAK | TAIPING,Freehold,Terrace House,192.0,14,230000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,227.0,14,445000.0
Melaka,MELAKA | BATU BERENDAM,Leasehold,Terrace House,227.0,14,305000.0
Perak,PERAK | BIDOR,Leasehold,Semi D,153.0,14,364000.0
Johor,JOHOR | BAKRI,Freehold,Terrace House,238.0,14,610000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Leasehold,Cluster House,298.0,14,335000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,296.0,14,655000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,552.0,14,697500.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,624.0,14,2125000.0
Melaka,MELAKA | SUNGAI UDANG,Freehold,Terrace House,175.0,14,290000.0
Pahang,PAHANG | KUANTAN,Leasehold,Terrace House,189.0,14,250000.0
Johor,JOHOR | SENAI,Leasehold,Terrace House,142.0,14,411000.0
Perak,PERAK | BATU GAJAH,Leasehold,Terrace House,191.0,14,229400.0
Perak,PERAK | PADANG RENGAS,Freehold,Terrace House,187.0,14,274440.0
Selangor,SELANGOR | BATU CAVES,Leasehold,Terrace House,581.0,14,550000.0
Perak,PERAK | IPOH,Leasehold,Semi D,293.0,14,515000.0
Johor,JOHOR | MUAR,Freehold,Terrace House,329.0,14,865000.0
Selangor,SELANGOR | SUNGAI BULOH,Freehold,Bungalow,670.0,14,2405000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Terrace House,198.0,14,250000.0
Negeri Sembilan,NEGERI SEMBILAN | SEREMBAN,Leasehold,Terrace House,172.0,14,215000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Terrace House,210.0,14,334500.0
Kuala Lumpur,KUALA LUMPUR | SENTUL,Leasehold,Cluster House,513.0,14,330000.0
Perak,PERAK | IPOH,Freehold,Terrace House,336.0,14,559000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Terrace House,426.0,14,885000.0
Kedah,KEDAH | LUNAS,Freehold,Terrace House,207.0,14,300000.0
Johor,JOHOR | MASAI,Freehold,Bungalow,456.0,14,2125000.0
Johor,JOHOR | YONG PENG,Freehold,Terrace House,160.0,14,240000.0
Kedah,KEDAH | KULIM,Freehold,Terrace House,216.0,14,297000.0
Kuala Lumpur,KUALA LUMPUR | BATU CAVES,Freehold,Terrace House,504.0,14,460000.0
Sarawak,SARAWAK | SIBU,Leasehold,Terrace House,119.0,14,267500.0
Kedah,KEDAH | SUNGAI LALANG,Freehold,Bungalow,150.0,14,240000.0
Johor,JOHOR | MUAR,Freehold,Terrace House,264.0,14,485000.0
Sarawak,SARAWAK | KOTA SAMARAHAN,Leasehold,Terrace House,213.0,14,592500.0
Selangor,SELANGOR | TANJONG DUABELAS,Mixed,Terrace House,269.0,14,414973.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,182.0,14,237500.0
Negeri Sembilan,NEGERI SEMBILAN | LABU,Freehold,Terrace House,444.0,14,623888.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Bungalow,189.0,14,935000.0
Pahang,PAHANG | BENTONG,Freehold,Terrace House,242.0,14,338000.0
Perak,PERAK | LAHAT,Leasehold,Terrace House,224.0,14,280000.0
Sabah,SABAH | LAHAD DATU,Leasehold,Terrace House,176.0,14,375000.0
Kedah,KEDAH | GURUN,Freehold,Semi D,107.0,14,206500.0
Selangor,SELANGOR | SELAYANG,Leasehold,Terrace House,491.0,14,684000.0
Perak,PERAK | BAGAN SERAI,Freehold,Terrace House,222.0,14,310000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Terrace House,271.0,14,311500.0
Melaka,MELAKA | TANJONG KLING,Leasehold,Terrace House,193.0,14,308000.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,251.0,14,410000.0
Melaka,MELAKA | BALAI PANJANG,Freehold,Terrace House,236.0,14,382500.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,232.0,14,475000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Terrace House,348.0,14,700000.0
Penang,PENANG | PERMATANG PAUH,Freehold,Flat,218.0,14,160000.0
Penang,PENANG | BUKIT MINYAK,Freehold,Flat,167.0,14,100000.0
Penang,PENANG | BAYAN LEPAS,Freehold,Condominium,1066.0,14,1253287.0
Selangor,SELANGOR | SELAYANG,Leasehold,Condominium,316.0,14,350000.0
Penang,PENANG | JELUTONG,Freehold,Flat,374.0,14,177500.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Apartment,400.0,14,245000.0
Selangor,SELANGOR | KAJANG,Freehold,Apartment,310.0,14,310000.0
Selangor,SELANGOR | SELAYANG,Leasehold,Apartment,324.0,14,282500.0
Penang,PENANG | BUKIT MINYAK,Freehold,Flat,248.0,14,160000.0
Johor,JOHOR | SKUDAI,Freehold,Condominium,268.0,14,271000.0
